data,بدون_تشكيل,tag,المحذوف,root,تصنيف_الجذر
بِآيَاتِي,باياتي,,,بيت,جذر
,ولا,حرف,وَلَا,,
تَنِيَا,تنيا,,,,
,في,حرف_جر,فِي,,
,ذكري,اسم,ذِكْرِي,,
اذْهَبَا,اذهبا,,,ذهب,جذر
إِلَىٰ,الي,,,,
فِرْعَوْنَ,,اسم,فرعون,عون,جذر
إِنَّهُ,انه,,,,
طَغَىٰ,طغي,,,,
فَقُولَا,فقولا,,,فقو,جذر
,له,حرف_جر,لَهُ,,
,None,اسم,قَوْلًا,,
,None,اسم,لَيِّنًا,,
لَعَلَّهُ,لعله,,,عله,جذر
يَتَذَكَّرُ,يتذكر,,,ذكر,جذر
,او,حرف,أَوْ,,
يَخْشَىٰ,يخشي,,,,
قَالَا,قالا,,,,
رَبَّنَا,ربنا,,,,
إِنَّنَا,اننا,,,,
نَخَافُ,نخاف,,,نخف,جذر
,ان,حرف,أَنْ,,
يَفْرُطَ,يفرط,,,فرط,جذر
,علينا,حرف_جر,عَلَيْنَا,,
,او,اسم,أَوْ,,
,ان,حرف,أَنْ,,
يَطْغَىٰ,يطغي,,,,
,قال,فعل,,,
,لا,حرف,لَا,,
تَخَافَا,تخافا,,,,
إِنَّنِي,انني,,,,
مَعَكُمَا,معكما,,,عكم,جذر
أَسْمَعُ,اسمع,,,سمع,جذر
وَأَرَىٰ,واري,,,,
فَأْتِيَاهُ,فاتياه,,,تيه,جذر
فَقُولَا,فقولا,,,فقو,جذر
إِنَّا,,اسم,انا,,
رَسُولَا,رسولا,,,رسل,جذر
رَبِّكَ,ربك,,,ربك,جذر
فَأَرْسِلْ,فارسل,,,فرس,جذر
مَعَنَا,معنا,,,معن,جذر
بَنِي,بني,,,بني,جذر
إِسْرَائِيلَ,,اسم,اسراييل,ريل,جذر
,ولا,حرف,وَلَا,,
تُعَذِّبْهُمْ,تعذبهم,,,تعب,جذر
,قد,حرف,قَدْ,,
جِئْنَاكَ,جيناك,,,,
,None,اسم,بِآيَةٍ,,
,,فعل,مِنْ,,
رَبِّكَ,ربك,,,ربك,جذر
وَالسَّلَامُ,والسلام,,,لسم,جذر
,علي,حرف_جر,عَلَىٰ,,
مَنِ,,اسم,من,,
اتَّبَعَ,اتبع,,,تبع,جذر
الْهُدَىٰ,الهدي,اسم,الْهُدَىٰ,لهد,جذر
إِنَّا,,اسم,انا,,
,قد,حرف,قَدْ,,
أُوحِيَ,اوحي,,,وحي,جذر
,الينا,حرف_جر,إِلَيْنَا,,
,ان,اسم,أَنَّ,,
الْعَذَابَ,العذاب,اسم,الْعَذَابَ,عذب,جذر
,علي,حرف_جر,عَلَىٰ,,
,,فعل,مَنْ,,
كَذَّبَ,كذب,,,كذب,جذر
وَتَوَلَّىٰ,وتولي,,,تول,جذر
,قال,فعل,,,
,فمن,حرف_جر,فَمَنْ,,
,ربكما,اسم,رَبُّكُمَا,,
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
,قال,فعل,,,
رَبُّنَا,ربنا,,,,
الَّذِي,,اسم,الَّذِي,لذي,جذر
أَعْطَىٰ,اعطي,,,,
,كل,حرف,كُلَّ,,
,None,اسم,شَيْءٍ,,
خَلْقَهُ,خلقه,,,خلق,جذر
ثُمَّ,,اسم,ثم,,
هَدَىٰ,هدي,,,,
,قال,فعل,,,
,فما,حرف,فَمَا,,
بَالُ,بال,,,,
الْقُرُونِ,القرون,اسم,الْقُرُونِ,قرن,جذر
الْأُولَىٰ,الاولي,اسم,الْأُولَىٰ,,
,قال,فعل,,,
عِلْمُهَا,علمها,,,علم,جذر
عِنْدَ,,اسم,عند,عند,جذر
رَبِّي,ربي,,,,
,في,حرف_جر,فِي,,
,None,اسم,كِتَابٍ,,
,لا,حرف,لَا,,
يَضِلُّ,يضل,,,,
رَبِّي,ربي,,,,
,ولا,حرف,وَلَا,,
يَنْسَى,ينسي,,,,
الَّذِي,,اسم,الَّذِي,لذي,جذر
,جعل,فعل,,,
لَكُمُ,لكم,,,لكم,جذر
الْأَرْضَ,الارض,اسم,الْأَرْضَ,,
,None,اسم,مَهْدًا,,
وَسَلَكَ,وسلك,,,وسل,جذر
,لكم,حرف_جر,لَكُمْ,,
,فيها,اسم,فِيهَا,,
,None,اسم,سُبُلًا,,
وَأَنْزَلَ,وانزل,,,نزل,جذر
مِنَ,,اسم,من,,
السَّمَاءِ,السماء,اسم,السَّمَاءِ,لسم,جذر
,None,اسم,مَاءً,,
فَأَخْرَجْنَا,فاخرجنا,,,فخج,جذر
,به,حرف_جر,بِهِ,,
,None,اسم,أَزْوَاجًا,,
,,فعل,مِنْ,,
,None,اسم,نَبَاتٍ,,
شَتَّىٰ,شتي,,,,
كُلُوا,كلوا,,,كلو,جذر
وَارْعَوْا,وارعوا,,,ورع,جذر
أَنْعَامَكُمْ,انعامكم,,,عكم,جذر
,ان,حرف,إِنَّ,,
,في,حرف_جر,فِي,,
ذَٰلِكَ,,اسم,ذلك,,
,None,اسم,لَآيَاتٍ,,
لِأُولِي,لاولي,,,لوي,جذر
النُّهَىٰ,النهي,اسم,النُّهَىٰ,,
,منها,حرف_جر,مِنْهَا,,
,خلقناكم,اسم,خَلَقْنَاكُمْ,,
,وفيها,حرف_جر,وَفِيهَا,,
,نعيدكم,اسم,نُعِيدُكُمْ,,
,ومنها,حرف_جر,وَمِنْهَا,,
,نخرجكم,اسم,نُخْرِجُكُمْ,,
,None,اسم,تَارَةً,,
أُخْرَىٰ,اخري,,,,
وَلَقَدْ,ولقد,,,وقد,جذر
أَرَيْنَاهُ,اريناه,,,رين,جذر
آيَاتِنَا,اياتنا,,,يتن,جذر
كُلَّهَا,كلها,,,,
فَكَذَّبَ,فكذب,,,كذب,جذر
وَأَبَىٰ,وابي,,,,
,قال,فعل,,,
أَجِئْتَنَا,اجيتنا,,,,
لِتُخْرِجَنَا,لتخرجنا,,,ترج,جذر
,,فعل,مِنْ,,
أَرْضِنَا,ارضنا,,,رضن,جذر
بِسِحْرِكَ,بسحرك,,,بحر,جذر
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
فَلَنَأْتِيَنَّكَ,فلناتينك,,,تيك,جذر
,None,اسم,بِسِحْرٍ,,
مِثْلِهِ,مثله,,,مثل,جذر
فَاجْعَلْ,فاجعل,,,جعل,جذر
بَيْنَنَا,بيننا,,,بنن,جذر
وَبَيْنَكَ,وبينك,,,بين,جذر
,None,اسم,مَوْعِدًا,,
,لا,حرف,لَا,,
نُخْلِفُهُ,نخلفه,,,نخف,جذر
نَحْنُ,,اسم,نحن,,
,ولا,حرف,وَلَا,,
أَنْتَ,,اسم,انت,,
,None,اسم,مَكَانًا,,
سُوًى,سوي,,,,
,قال,فعل,,,
مَوْعِدُكُمْ,موعدكم,,,عدك,جذر
يَوْمُ,يوم,,,,
الزِّينَةِ,الزينه,اسم,الزِّينَةِ,لزن,جذر
,وان,حرف,وَأَنْ,,
يُحْشَرَ,يحشر,,,حشر,جذر
النَّاسُ,الناس,اسم,النَّاسُ,,
ضُحًى,,اسم,ضحي,,
فَتَوَلَّىٰ,فتولي,,,تول,جذر
فِرْعَوْنُ,,اسم,فرعون,عون,جذر
فَجَمَعَ,فجمع,,,جمع,جذر
كَيْدَهُ,كيده,,,كده,جذر
ثُمَّ,,اسم,ثم,,
أَتَىٰ,اتي,,,,
,قال,فعل,,,
,لهم,حرف_جر,لَهُمْ,,
مُوسَىٰ,,اسم,موسي,,
وَيْلَكُمْ,ويلكم,,,لكم,جذر
,لا,حرف,لَا,,
تَفْتَرُوا,تفتروا,,,فتر,جذر
,علي,حرف_جر,عَلَى,,
اللَّهِ,,اسم,اللَّهِ,,
,None,اسم,كَذِبًا,,
فَيُسْحِتَكُمْ,فيسحتكم,,,حتك,جذر
,None,اسم,بِعَذَابٍ,,
وَقَدْ,وقد,,,وقد,جذر
,خاب,فعل,,,
مَنِ,,اسم,من,,
افْتَرَىٰ,افتري,,,فتر,جذر
فَتَنَازَعُوا,فتنازعوا,,,فتن,جذر
أَمْرَهُمْ,امرهم,,,مره,جذر
بَيْنَهُمْ,بينهم,,,بين,جذر
وَأَسَرُّوا,واسروا,,,سرو,جذر
النَّجْوَىٰ,النجوي,اسم,النَّجْوَىٰ,نجو,جذر
قَالُوا,قالوا,,,قلو,جذر
,ان,حرف,إِنْ,,
هَٰذَانِ,,اسم,هذان,,
لَسَاحِرَانِ,لساحران,,,حرن,جذر
يُرِيدَانِ,يريدان,,,ردن,جذر
,ان,حرف,أَنْ,,
يُخْرِجَاكُمْ,يخرجاكم,,,خرج,جذر
,,فعل,مِنْ,,
أَرْضِكُمْ,ارضكم,,,رضم,جذر
بِسِحْرِهِمَا,بسحرهما,,,بحر,جذر
وَيَذْهَبَا,ويذهبا,,,وهب,جذر
بِطَرِيقَتِكُمُ,بطريقتكم,,,بتك,جذر
الْمُثْلَىٰ,المثلي,اسم,الْمُثْلَىٰ,مثل,جذر
فَأَجْمِعُوا,فاجمعوا,,,جعو,جذر
كَيْدَكُمْ,كيدكم,,,كدم,جذر
ثُمَّ,,اسم,ثم,,
ائْتُوا,ايتوا,,,,
,None,اسم,صَفًّا,,
وَقَدْ,وقد,,,وقد,جذر
أَفْلَحَ,افلح,,,فلح,جذر
الْيَوْمَ,اليوم,اسم,الْيَوْمَ,لوم,جذر
مَنِ,,اسم,من,,
اسْتَعْلَىٰ,استعلي,,,تعل,جذر
قَالُوا,قالوا,,,قلو,جذر
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
إِمَّا,اما,,,,
,ان,حرف,أَنْ,,
تُلْقِيَ,تلقي,,,تلي,جذر
وَإِمَّا,واما,,,,
,ان,حرف,أَنْ,,
نَكُونَ,نكون,,,كون,جذر
أَوَّلَ,اول,,,,
,,فعل,مَنْ,,
أَلْقَىٰ,القي,,,,
,قال,فعل,,,
,بل,حرف,بَلْ,,
أَلْقُوا,القوا,,,لقو,جذر
فَإِذَا,فاذا,,,,
حِبَالُهُمْ,حبالهم,,,بلم,جذر
وَعِصِيُّهُمْ,وعصيهم,,,عصم,جذر
يُخَيَّلُ,يخيل,,,خيل,جذر
,اليه,حرف_جر,إِلَيْهِ,,
,,فعل,مِنْ,,
سِحْرِهِمْ,سحرهم,,,حرم,جذر
أَنَّهَا,انها,,,,
تَسْعَىٰ,تسعي,,,تسع,جذر
فَأَوْجَسَ,فاوجس,,,فجس,جذر
,في,حرف_جر,فِي,,
,نفسه,اسم,نَفْسِهِ,,
,None,اسم,خِيفَةً,,
مُوسَىٰ,,اسم,موسي,,
قُلْنَا,قلنا,,,,
,لا,حرف,لَا,,
تَخَفْ,تخف,,,,
إِنَّكَ,انك,,,,
أَنْتَ,,اسم,انت,,
الْأَعْلَىٰ,,اسم,الْأَعْلَىٰ,,
وَأَلْقِ,والق,,,ولق,جذر
مَا,,اسم,ما,,
,في,حرف_جر,فِي,,
يَمِينِكَ,,اسم,يمينك,مين,جذر
تَلْقَفْ,تلقف,,,تلف,جذر
مَا,,اسم,ما,,
صَنَعُوا,صنعوا,,,صعو,جذر
,انما,حرف,إِنَّمَا,,
صَنَعُوا,صنعوا,,,صعو,جذر
كَيْدُ,كيد,,,كيد,جذر
,None,اسم,سَاحِرٍ,,
,ولا,حرف,وَلَا,,
يُفْلِحُ,يفلح,,,فلح,جذر
السَّاحِرُ,الساحر,اسم,السَّاحِرُ,سحر,جذر
حَيْثُ,,اسم,حيث,,
أَتَىٰ,اتي,,,,
فَأُلْقِيَ,فالقي,,,فلق,جذر
السَّحَرَةُ,السحره,اسم,السَّحَرَةُ,سحر,جذر
,None,اسم,سُجَّدًا,,
قَالُوا,قالوا,,,قلو,جذر
آمَنَّا,امنا,,,,
بِرَبِّ,برب,,,,
هَارُونَ,,اسم,هارون,هرو,جذر
وَمُوسَىٰ,وموسي,,,ومس,جذر
,قال,فعل,,,
آمَنْتُمْ,امنتم,,,,
,له,حرف_جر,لَهُ,,
,قبل,اسم,قَبْلَ,,
,ان,حرف,أَنْ,,
آذَنَ,اذن,,,,
,لكم,حرف_جر,لَكُمْ,,
,انه,اسم,إِنَّهُ,,
لَكَبِيرُكُمُ,لكبيركم,,,برك,جذر
الَّذِي,,اسم,الَّذِي,لذي,جذر
عَلَّمَكُمُ,علمكم,,,عكم,جذر
السِّحْرَ,السحر,اسم,السِّحْرَ,سحر,جذر
فَلَأُقَطِّعَنَّ,فلاقطعن,,,طعن,جذر
أَيْدِيَكُمْ,ايديكم,,,يدي,جذر
وَأَرْجُلَكُمْ,وارجلكم,,,جلم,جذر
,,فعل,مِنْ,,
,None,اسم,خِلَافٍ,,
وَلَأُصَلِّبَنَّكُمْ,ولاصلبنكم,,,بكم,جذر
,في,حرف_جر,فِي,,
,جذوع,اسم,جُذُوعِ,,
النَّخْلِ,النخل,اسم,النَّخْلِ,نخل,جذر
وَلَتَعْلَمُنَّ,ولتعلمن,,,تعل,جذر
أَيُّنَا,اينا,,,,
أَشَدُّ,اشد,,,,
,None,اسم,عَذَابًا,,
وَأَبْقَىٰ,وابقي,,,وبق,جذر
قَالُوا,قالوا,,,قلو,جذر
,لن,حرف,لَنْ,,
نُؤْثِرَكَ,نوثرك,,,نثر,جذر
,علي,حرف_جر,عَلَىٰ,,
مَا,,اسم,ما,,
جَاءَنَا,جاءنا,,,,
مِنَ,,اسم,من,,
الْبَيِّنَاتِ,البينات,اسم,الْبَيِّنَاتِ,بيت,جذر
وَالَّذِي,,اسم,والذي,لذي,جذر
فَطَرَنَا,فطرنا,,,فطر,جذر
فَاقْضِ,فاقض,,,,
مَا,,اسم,ما,,
أَنْتَ,,اسم,انت,,
,None,اسم,قَاضٍ,,
,انما,حرف,إِنَّمَا,,
تَقْضِي,تقضي,,,قضي,جذر
هَٰذِهِ,,اسم,هذه,,
الْحَيَاةَ,الحياه,اسم,الْحَيَاةَ,لحي,جذر
الدُّنْيَا,الدنيا,اسم,الدُّنْيَا,لدن,جذر
إِنَّا,,اسم,انا,,
آمَنَّا,امنا,,,,
بِرَبِّنَا,بربنا,,,,
لِيَغْفِرَ,ليغفر,,,غفر,جذر
,لنا,حرف_جر,لَنَا,,
,خطايانا,اسم,خَطَايَانَا,,
,وما,حرف,وَمَا,,
أَكْرَهْتَنَا,اكرهتنا,,,كتن,جذر
,عليه,حرف_جر,عَلَيْهِ,,
مِنَ,,اسم,من,,
السِّحْرِ,السحر,اسم,السِّحْرِ,سحر,جذر
وَاللَّهُ,والله,,,وله,جذر
,None,اسم,خَيْرٌ,,
وَأَبْقَىٰ,وابقي,,,وبق,جذر
إِنَّهُ,انه,,,,
,,فعل,مَنْ,,
يَأْتِ,يات,,,,
رَبَّهُ,ربه,,,,
,None,اسم,مُجْرِمًا,,
,فان,حرف,فَإِنَّ,,
,له,حرف_جر,لَهُ,,
جَهَنَّمَ,,اسم,جهنم,جهم,جذر
,لا,حرف,لَا,,
,يموت,فعل,,,
,فيها,حرف_جر,فِيهَا,,
,ولا,اسم,وَلَا,,
يَحْيَىٰ,يحيي,,,,
,ومن,حرف_جر,وَمَنْ,,
,ياته,اسم,يَأْتِهِ,,
,None,اسم,مُؤْمِنًا,,
,قد,حرف,قَدْ,,
,عمل,فعل,,,
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ,صلت,جذر
فَأُولَٰئِكَ,,اسم,فاوليك,فلك,جذر
لَهُمُ,لهم,,,لهم,جذر
الدَّرَجَاتُ,الدرجات,اسم,الدَّرَجَاتُ,درج,جذر
الْعُلَىٰ,,اسم,الْعُلَىٰ,,
جَنَّاتُ,جنات,,,,
,None,اسم,عَدْنٍ,,
تَجْرِي,تجري,,,تجر,جذر
,,فعل,مِنْ,,
تَحْتِهَا,تحتها,,,,
الْأَنْهَارُ,الانهار,اسم,الْأَنْهَارُ,نهر,جذر
خَالِدِينَ,خالدين,,,خدي,جذر
,فيها,حرف_جر,فِيهَا,,
وَذَٰلِكَ,,اسم,وذلك,,
جَزَاءُ,جزاء,,,جزء,جذر
,,فعل,مَنْ,,
تَزَكَّىٰ,تزكي,,,,
وَلَقَدْ,ولقد,,,وقد,جذر
أَوْحَيْنَا,اوحينا,,,حين,جذر
إِلَىٰ,الي,,,,
مُوسَىٰ,,اسم,موسي,,
,ان,حرف,أَنْ,,
أَسْرِ,اسر,,,,
بِعِبَادِي,بعبادي,,,بدي,جذر
فَاضْرِبْ,فاضرب,,,ضرب,جذر
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,طَرِيقًا,,
,في,حرف_جر,فِي,,
,البحر,اسم,الْبَحْرِ,,
,None,اسم,يَبَسًا,,
,لا,حرف,لَا,,
تَخَافُ,تخاف,,,,
,None,اسم,دَرَكًا,,
,ولا,حرف,وَلَا,,
تَخْشَىٰ,تخشي,,,,
فَأَتْبَعَهُمْ,فاتبعهم,,,تبع,جذر
فِرْعَوْنُ,,اسم,فرعون,عون,جذر
بِجُنُودِهِ,بجنوده,,,بجد,جذر
فَغَشِيَهُمْ,فغشيهم,,,شهم,جذر
مِنَ,,اسم,من,,
الْيَمِّ,اليم,اسم,الْيَمِّ,,
مَا,,اسم,ما,,
غَشِيَهُمْ,غشيهم,,,شهم,جذر
وَأَضَلَّ,واضل,,,,
فِرْعَوْنُ,,اسم,فرعون,عون,جذر
قَوْمَهُ,قومه,,,قمه,جذر
,وما,حرف,وَمَا,,
هَدَىٰ,هدي,,,,
,يا,حرف,يَا,,
بَنِي,بني,,,بني,جذر
إِسْرَائِيلَ,,اسم,اسراييل,ريل,جذر
,قد,حرف,قَدْ,,
أَنْجَيْنَاكُمْ,انجيناكم,,,نجم,جذر
,,فعل,مِنْ,,
عَدُوِّكُمْ,عدوكم,,,عدك,جذر
وَوَاعَدْنَاكُمْ,وواعدناكم,,,عدك,جذر
جَانِبَ,,اسم,جانب,جنب,جذر
الطُّورِ,,اسم,الطُّورِ,طور,جذر
الْأَيْمَنَ,الايمن,اسم,الْأَيْمَنَ,لين,جذر
وَنَزَّلْنَا,ونزلنا,,,نزل,جذر
عَلَيْكُمُ,عليكم,,,عكم,جذر
الْمَنَّ,المن,اسم,الْمَنَّ,,
وَالسَّلْوَىٰ,والسلوي,,,وسل,جذر
كُلُوا,كلوا,,,كلو,جذر
,,فعل,مِنْ,,
طَيِّبَاتِ,طيبات,,,طيب,جذر
مَا,,اسم,ما,,
رَزَقْنَاكُمْ,رزقناكم,,,قنم,جذر
,ولا,حرف,وَلَا,,
تَطْغَوْا,تطغوا,,,تطو,جذر
,فيه,حرف_جر,فِيهِ,,
,فيحل,اسم,فَيَحِلَّ,,
,عليكم,حرف_جر,عَلَيْكُمْ,,
,غضبي,اسم,غَضَبِي,,
,ومن,حرف_جر,وَمَنْ,,
,يحلل,اسم,يَحْلِلْ,,
,عليه,حرف_جر,عَلَيْهِ,,
,غضبي,اسم,غَضَبِي,,
فَقَدْ,فقد,,,فقد,جذر
هَوَىٰ,هوي,,,,
وَإِنِّي,واني,,,وني,جذر
,None,اسم,لَغَفَّارٌ,,
,لمن,حرف_جر,لِمَنْ,,
,تاب,اسم,تَابَ,,
وَآمَنَ,وامن,,,,
وَعَمِلَ,وعمل,,,عمل,جذر
,None,اسم,صَالِحًا,,
ثُمَّ,,اسم,ثم,,
اهْتَدَىٰ,اهتدي,,,,
,وما,حرف,وَمَا,,
أَعْجَلَكَ,اعجلك,,,عجل,جذر
,عن,حرف_جر,عَنْ,,
,قومك,اسم,قَوْمِكَ,,
,يا,حرف,يَا,,
مُوسَىٰ,,اسم,موسي,,
,قال,فعل,,,
هُمْ,,اسم,هم,,
أُولَاءِ,اولاء,,,,
,علي,حرف_جر,عَلَىٰ,,
,اثري,اسم,أَثَرِي,,
وَعَجِلْتُ,وعجلت,,,جلت,جذر
إِلَيْكَ,,اسم,اليك,,
رَبِّ,رب,,,,
لِتَرْضَىٰ,لترضي,,,,
,قال,فعل,,,
فَإِنَّا,فانا,,,,
,قد,حرف,قَدْ,,
فَتَنَّا,فتنا,,,فتن,جذر
قَوْمَكَ,قومك,,,قوم,جذر
,,فعل,مِنْ,,
بَعْدِكَ,بعدك,,,بعد,جذر
وَأَضَلَّهُمُ,واضلهم,,,لهم,جذر
السَّامِرِيُّ,السامري,اسم,السَّامِرِيُّ,لسم,جذر
فَرَجَعَ,فرجع,,,فجع,جذر
مُوسَىٰ,,اسم,موسي,,
إِلَىٰ,الي,,,,
قَوْمِهِ,قومه,,,قمه,جذر
غَضْبَانَ,غضبان,,,ضبن,جذر
,None,اسم,أَسِفًا,,
,قال,فعل,,,
,يا,حرف,يَا,,
قَوْمِ,,اسم,قوم,قوم,جذر
أَلَمْ,الم,,,,
يَعِدْكُمْ,يعدكم,,,عدك,جذر
رَبُّكُمْ,ربكم,,,بكم,جذر
,None,اسم,وَعْدًا,,
,None,اسم,حَسَنًا,,
أَفَطَالَ,افطال,,,,
عَلَيْكُمُ,عليكم,,,عكم,جذر
الْعَهْدُ,العهد,اسم,الْعَهْدُ,عهد,جذر
,ام,حرف,أَمْ,,
أَرَدْتُمْ,اردتم,,,رتم,جذر
,ان,حرف,أَنْ,,
يَحِلَّ,يحل,,,,
,عليكم,حرف_جر,عَلَيْكُمْ,,
,None,اسم,غَضَبٌ,,
,,فعل,مِنْ,,
رَبِّكُمْ,ربكم,,,بكم,جذر
فَأَخْلَفْتُمْ,فاخلفتم,,,ختم,جذر
مَوْعِدِي,موعدي,,,معد,جذر
قَالُوا,قالوا,,,قلو,جذر
مَا,,اسم,ما,,
أَخْلَفْنَا,اخلفنا,,,خلف,جذر
مَوْعِدَكَ,موعدك,,,عدك,جذر
بِمَلْكِنَا,بملكنا,,,بلك,جذر
,ولكنا,حرف,وَلَٰكِنَّا,,
حُمِّلْنَا,حملنا,,,حمل,جذر
,None,اسم,أَوْزَارًا,,
,,فعل,مِنْ,,
زِينَةِ,زينه,,,زين,جذر
الْقَوْمِ,القوم,اسم,الْقَوْمِ,قوم,جذر
فَقَذَفْنَاهَا,فقذفناها,,,فقه,جذر
فَكَذَٰلِكَ,فكذلك,,,فكك,جذر
أَلْقَى,القي,,,,
السَّامِرِيُّ,السامري,اسم,السَّامِرِيُّ,لسم,جذر
فَأَخْرَجَ,فاخرج,,,فخج,جذر
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,عِجْلًا,,
,None,اسم,جَسَدًا,,
,له,حرف_جر,لَهُ,,
,None,اسم,خُوَارٌ,,
فَقَالُوا,فقالوا,,,فقو,جذر
هَٰذَا,,اسم,هذا,,
إِلَٰهُكُمْ,الهكم,,,لكم,جذر
وَإِلَٰهُ,واله,,,وله,جذر
مُوسَىٰ,,اسم,موسي,,
فَنَسِيَ,فنسي,,,فنس,جذر
أَفَلَا,افلا,,,,
يَرَوْنَ,يرون,,,رون,جذر
أَلَّا,الا,,,,
يَرْجِعُ,يرجع,,,يرع,جذر
إِلَيْهِمْ,اليهم,,,لهم,جذر
,None,اسم,قَوْلًا,,
,ولا,حرف,وَلَا,,
يَمْلِكُ,يملك,,,ملك,جذر
,لهم,حرف_جر,لَهُمْ,,
,None,اسم,ضَرًّا,,
,ولا,حرف,وَلَا,,
,None,اسم,نَفْعًا,,
وَلَقَدْ,ولقد,,,وقد,جذر
,قال,فعل,,,
,لهم,حرف_جر,لَهُمْ,,
هَارُونُ,,اسم,هارون,هرو,جذر
,,فعل,مِنْ,,
,قبل,حرف,قَبْلُ,,
,يا,حرف,يَا,,
قَوْمِ,,اسم,قوم,قوم,جذر
,انما,حرف,إِنَّمَا,,
فُتِنْتُمْ,فتنتم,,,تنم,جذر
