data,بدون_تشكيل,tag,المحذوف,pattern,word_type,pattern_score
عَذَابَ,عذاب,,,,,0.0
,None,اسم,يَوْمٍ,,,0.0
,None,اسم,عَظِيمٍ,,,0.0
,ان,حرف,إِنَّ,,,0.0
,في,حرف_جر,فِي,,,0.0
ذَٰلِكَ,,اسم,ذلك,فعل,فعل,1.0
,None,اسم,لَآيَةً,,,0.0
,وما,حرف,وَمَا,,,0.0
,كان,فعل,,,,0.0
أَكْثَرُهُمْ,اكثرهم,,,أفعال,اسم,1.0
مُؤْمِنِينَ,مومنين,,,مفعل,اسم,1.1
,وان,حرف,وَإِنَّ,,,0.0
رَبَّكَ,ربك,,,,,0.0
لَهُوَ,لهو,,,فعول,اسم,0.6
الْعَزِيزُ,,اسم,الْعَزِيزُ,افعلّ,فعل,0.6666666666666666
الرَّحِيمُ,,اسم,الرَّحِيمُ,صفة_الله,اسم,1.0
وَإِنَّهُ,وانه,,,,,0.0
لَتَنْزِيلُ,لتنزيل,,,,,0.0
رَبِّ,رب,,,,,0.0
الْعَالَمِينَ,العالمين,اسم,الْعَالَمِينَ,أفعال,اسم,1.0
,نزل,فعل,,,,0.0
,به,حرف_جر,بِهِ,,,0.0
,الروح,اسم,الرُّوحُ,,,0.0
الْأَمِينُ,الامين,اسم,الْأَمِينُ,,,0.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,قلبك,اسم,قَلْبِكَ,,,0.0
لِتَكُونَ,لتكون,,,مفعول,اسم,0.6
مِنَ,,اسم,من,مفعل,اسم,1.1
الْمُنْذِرِينَ,المنذرين,اسم,الْمُنْذِرِينَ,,,0.0
,None,اسم,بِلِسَانٍ,,,0.0
,None,اسم,عَرَبِيٍّ,,,0.0
,None,اسم,مُبِينٍ,,,0.0
وَإِنَّهُ,وانه,,,,,0.0
,لفي,حرف,لَفِي,,,0.0
زُبُرِ,زبر,,,,,0.0
الْأَوَّلِينَ,الاولين,اسم,الْأَوَّلِينَ,مفعول,اسم,1.1
أَوَلَمْ,اولم,,,فعل,فعل,1.0
يَكُنْ,يكن,,,يفعل,فعل,1.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,None,اسم,آيَةً,,,0.0
,ان,حرف,أَنْ,,,0.0
يَعْلَمَهُ,يعلمه,,,فعل,فعل,1.0
عُلَمَاءُ,علماء,,,,,0.0
بَنِي,بني,,,انفعل,فعل,1.0
إِسْرَائِيلَ,,اسم,اسراييل,,,0.0
,ولو,حرف,وَلَوْ,,,0.0
نَزَّلْنَاهُ,نزلناه,,,فعل,فعل,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,بعض,اسم,بَعْضِ,,,0.0
الْأَعْجَمِينَ,الاعجمين,اسم,الْأَعْجَمِينَ,افتعل,فعل,0.6666666666666666
فَقَرَأَهُ,فقراه,,,فعل,فعل,1.0
,عليهم,حرف_جر,عَلَيْهِمْ,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
كَانُوا,كانوا,,,مفعول,اسم,1.1
,به,حرف_جر,بِهِ,,,0.0
,مومنين,اسم,مُؤْمِنِينَ,,,0.0
كَذَٰلِكَ,,اسم,كذلك,فاعَل,فعل,1.0
سَلَكْنَاهُ,سلكناه,,,,,0.0
,في,حرف_جر,فِي,,,0.0
,قلوب,اسم,قُلُوبِ,,,0.0
الْمُجْرِمِينَ,المجرمين,اسم,الْمُجْرِمِينَ,,,0.0
,لا,حرف,لَا,,,0.0
يُؤْمِنُونَ,يومنون,,,يفعل,فعل,1.0
,به,حرف_جر,بِهِ,,,0.0
,حتي,اسم,حَتَّىٰ,,,0.0
يَرَوُا,يروا,,,فعول,اسم,1.1
الْعَذَابَ,العذاب,اسم,الْعَذَابَ,افعلّ,فعل,0.6666666666666666
الْأَلِيمَ,الاليم,اسم,الْأَلِيمَ,تَفَعَّل,فعل,1.0
فَيَأْتِيَهُمْ,فياتيهم,,,فعل,فعل,1.0
,None,اسم,بَغْتَةً,,,0.0
,وهم,حرف,وَهُمْ,,,0.0
,لا,حرف,لَا,,,0.0
يَشْعُرُونَ,يشعرون,,,فاعَل,فعل,1.0
فَيَقُولُوا,فيقولوا,,,مفعول,اسم,0.7666666666666666
,,فعل,هَلْ,,,0.0
نَحْنُ,,اسم,نحن,نفعل,فعل,1.0
مُنْظَرُونَ,منظرون,,,مفعل,اسم,1.1
أَفَبِعَذَابِنَا,افبعذابنا,,,تَفاعَل,فعل,0.6666666666666666
يَسْتَعْجِلُونَ,يستعجلون,,,افتعال,اسم,1.0
أَفَرَأَيْتَ,افرايت,,,افعلّ,فعل,1.0
,ان,حرف,إِنْ,,,0.0
مَتَّعْنَاهُمْ,متعناهم,,,مفعل,اسم,1.1
سِنِينَ,سنين,,,انفعل,فعل,1.0
ثُمَّ,,اسم,ثم,,,0.0
جَاءَهُمْ,جاءهم,,,فاعَل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
كَانُوا,كانوا,,,مفعول,اسم,1.1
يُوعَدُونَ,يوعدون,,,فاعَل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
أَغْنَىٰ,اغني,,,فعلى,اسم,1.0
,عنهم,حرف_جر,عَنْهُمْ,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
كَانُوا,كانوا,,,مفعول,اسم,1.1
يُمَتَّعُونَ,يمتعون,,,افتعل,فعل,1.0
,وما,حرف,وَمَا,,,0.0
أَهْلَكْنَا,اهلكنا,,,فعل,فعل,1.0
,,فعل,مِنْ,,,0.0
,None,اسم,قَرْيَةٍ,,,0.0
,الا,حرف,إِلَّا,,,0.0
,لها,حرف_جر,لَهَا,,,0.0
,منذرون,اسم,مُنْذِرُونَ,,,0.0
ذِكْرَىٰ,ذكري,,,فعلى,اسم,1.0
,وما,حرف,وَمَا,,,0.0
كُنَّا,كنا,,,تَفاعَل,فعل,1.0
ظَالِمِينَ,ظالمين,,,فعل,فعل,1.0
,وما,حرف,وَمَا,,,0.0
تَنَزَّلَتْ,تنزلت,,,فاعَل,فعل,1.0
,به,حرف_جر,بِهِ,,,0.0
,الشياطين,اسم,الشَّيَاطِينُ,,,0.0
,وما,حرف,وَمَا,,,0.0
يَنْبَغِي,ينبغي,,,انفعل,فعل,1.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,وما,اسم,وَمَا,,,0.0
يَسْتَطِيعُونَ,يستطيعون,,,استفعل,فعل,0.6666666666666666
إِنَّهُمْ,انهم,,,انفعل,فعل,1.0
,عن,حرف_جر,عَنِ,,,0.0
,السمع,اسم,السَّمْعِ,,,0.0
لَمَعْزُولُونَ,لمعزولون,,,,,0.0
,فلا,حرف,فَلَا,,,0.0
تَدْعُ,تدع,,,فاعَل,فعل,1.0
مَعَ,مع,,,فعل,فعل,1.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,None,اسم,إِلَٰهًا,,,0.0
آخَرَ,اخر,,,,,0.0
فَتَكُونَ,فتكون,,,فعل,فعل,1.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الْمُعَذَّبِينَ,المعذبين,اسم,الْمُعَذَّبِينَ,افتعل,فعل,0.6666666666666666
وَأَنْذِرْ,وانذر,,,,,0.0
عَشِيرَتَكَ,عشيرتك,,,,,0.0
الْأَقْرَبِينَ,الاقربين,اسم,الْأَقْرَبِينَ,,,0.0
وَاخْفِضْ,واخفض,,,,,0.0
جَنَاحَكَ,جناحك,,,تَفاعَل,فعل,1.0
لِمَنِ,لمن,,,,,0.0
اتَّبَعَكَ,اتبعك,,,انفعل,فعل,1.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الْمُؤْمِنِينَ,المومنين,اسم,الْمُؤْمِنِينَ,,,0.0
,فان,حرف,فَإِنْ,,,0.0
عَصَوْكَ,عصوك,,,فعول,اسم,0.6
فَقُلْ,فقل,,,فعل,فعل,1.0
إِنِّي,,اسم,اني,انفعل,فعل,1.0
,None,اسم,بَرِيءٌ,,,0.0
,مما,حرف_جر,مِمَّا,,,0.0
,تعملون,اسم,تَعْمَلُونَ,,,0.0
وَتَوَكَّلْ,وتوكل,,,انفعل,فعل,1.0
,علي,حرف_جر,عَلَى,,,0.0
الْعَزِيزِ,,اسم,الْعَزِيزِ,افعلّ,فعل,0.6666666666666666
الرَّحِيمِ,,اسم,الرَّحِيمِ,صفة_الله,اسم,1.0
الَّذِي,,اسم,الَّذِي,,,0.0
يَرَاكَ,يراك,,,تَفاعَل,فعل,1.0
حِينَ,حين,,,,,0.0
تَقُومُ,تقوم,,,فعول,اسم,1.1
وَتَقَلُّبَكَ,وتقلبك,,,فاعَل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,الساجدين,اسم,السَّاجِدِينَ,,,0.0
إِنَّهُ,انه,,,انفعل,فعل,1.0
هُوَ,,اسم,هو,,,0.0
السَّمِيعُ,,اسم,السَّمِيعُ,,,0.0
الْعَلِيمُ,,اسم,الْعَلِيمُ,تَفَعَّل,فعل,1.0
,,فعل,هَلْ,,,0.0
أُنَبِّئُكُمْ,انبيكم,,,انفعل,فعل,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,,فعل,مَنْ,,,0.0
تَنَزَّلُ,تنزل,,,فاعَل,فعل,1.0
الشَّيَاطِينُ,الشياطين,اسم,الشَّيَاطِينُ,افتعال,اسم,0.6666666666666666
تَنَزَّلُ,تنزل,,,فاعَل,فعل,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,كل,اسم,كُلِّ,,,0.0
,None,اسم,أَفَّاكٍ,,,0.0
,None,اسم,أَثِيمٍ,,,0.0
يُلْقُونَ,يلقون,,,مفعول,اسم,0.6
السَّمْعَ,السمع,اسم,السَّمْعَ,,,0.0
وَأَكْثَرُهُمْ,واكثرهم,,,,,0.0
كَاذِبُونَ,كاذبون,,,فاعَل,فعل,1.0
وَالشُّعَرَاءُ,والشعراء,,,,,0.0
يَتَّبِعُهُمُ,يتبعهم,,,انفعل,فعل,1.0
الْغَاوُونَ,الغاوون,اسم,الْغَاوُونَ,,,0.0
أَلَمْ,الم,,,,,0.0
تَرَ,تر,,,تَفَعَّل,فعل,1.0
أَنَّهُمْ,انهم,,,انفعل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,كل,اسم,كُلِّ,,,0.0
,None,اسم,وَادٍ,,,0.0
يَهِيمُونَ,يهيمون,,,يفعل,فعل,1.0
وَأَنَّهُمْ,وانهم,,,,,0.0
يَقُولُونَ,يقولون,,,فعول,اسم,1.1
مَا,,اسم,ما,مفعل,اسم,1.1
,لا,حرف,لَا,,,0.0
يَفْعَلُونَ,يفعلون,,,تَفَعَّل,فعل,1.0
,الا,حرف,إِلَّا,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
وَعَمِلُوا,وعملوا,,,فعيل,اسم,1.0
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ,انفعل,فعل,1.0
وَذَكَرُوا,وذكروا,,,,,0.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
,None,اسم,كَثِيرًا,,,0.0
وَانْتَصَرُوا,وانتصروا,,,فاعَل,فعل,1.0
,,فعل,مِنْ,,,0.0
بَعْدِ,بعد,,,فعل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
ظُلِمُوا,ظلموا,,,,,0.0
وَسَيَعْلَمُ,وسيعلم,,,تَفاعَل,فعل,1.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
ظَلَمُوا,ظلموا,,,,,0.0
أَيَّ,,اسم,اي,أفعال,اسم,1.0
,None,اسم,مُنْقَلَبٍ,,,0.0
يَنْقَلِبُونَ,ينقلبون,,,فاعَل,فعل,1.0
بِسْمِ,بسم,,,استفعل,فعل,1.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
الرَّحْمَٰنِ,,اسم,الرَّحْمَٰنِ,,,0.0
الرَّحِيمِ,,اسم,الرَّحِيمِ,صفة_الله,اسم,1.0
,طس,فعل,طس,,,0.0
تِلْكَ,,اسم,تلك,,,0.0
آيَاتُ,ايات,,,مفاعل,اسم,1.0
الْقُرْآنِ,القران,اسم,الْقُرْآنِ,,,0.0
,None,اسم,وَكِتَابٍ,,,0.0
,None,اسم,مُبِينٍ,,,0.0
هُدًى,هدي,,,,,0.0
وَبُشْرَىٰ,وبشري,,,فعالى,اسم,1.0
لِلْمُؤْمِنِينَ,للمومنين,,,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
يُقِيمُونَ,يقيمون,,,يفعل,فعل,1.0
الصَّلَاةَ,,اسم,الصَّلَاةَ,تَفَعَّل,فعل,1.0
وَيُؤْتُونَ,ويوتون,,,,,0.0
الزَّكَاةَ,,اسم,الزَّكَاةَ,افتعال,اسم,0.6666666666666666
,وهم,حرف,وَهُمْ,,,0.0
بِالْآخِرَةِ,بالاخره,,,فعل,فعل,1.0
هُمْ,,اسم,هم,,,0.0
يُوقِنُونَ,يوقنون,,,يفعل,فعل,1.0
,ان,حرف,إِنَّ,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
,لا,حرف,لَا,,,0.0
يُؤْمِنُونَ,يومنون,,,يفعل,فعل,1.0
بِالْآخِرَةِ,بالاخره,,,فعل,فعل,1.0
زَيَّنَّا,زينا,,,أفعال,اسم,1.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,اعمالهم,اسم,أَعْمَالَهُمْ,,,0.0
,فهم,حرف,فَهُمْ,,,0.0
يَعْمَهُونَ,يعمهون,,,فعل,فعل,1.0
أُولَٰئِكَ,,اسم,اوليك,فعل,فعل,1.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,سوء,اسم,سُوءُ,,,0.0
الْعَذَابِ,العذاب,اسم,الْعَذَابِ,افعلّ,فعل,0.6666666666666666
,وهم,حرف,وَهُمْ,,,0.0
,في,حرف_جر,فِي,,,0.0
,الاخره,اسم,الْآخِرَةِ,,,0.0
هُمُ,,اسم,هم,,,0.0
الْأَخْسَرُونَ,الاخسرون,اسم,الْأَخْسَرُونَ,,,0.0
وَإِنَّكَ,وانك,,,,,0.0
لَتُلَقَّى,لتلقي,,,فعل,فعل,1.0
الْقُرْآنَ,القران,اسم,الْقُرْآنَ,,,0.0
,,فعل,مِنْ,,,0.0
لَدُنْ,,اسم,لدن,,,0.0
,None,اسم,حَكِيمٍ,,,0.0
,None,اسم,عَلِيمٍ,,,0.0
,اذ,حرف,إِذْ,,,0.0
,قال,فعل,,,,0.0
مُوسَىٰ,,اسم,موسي,مفعل,اسم,1.1
لِأَهْلِهِ,لاهله,,,فاعَل,فعل,1.0
إِنِّي,,اسم,اني,انفعل,فعل,1.0
آنَسْتُ,انست,,,انفعل,فعل,1.0
,None,اسم,نَارًا,,,0.0
سَآتِيكُمْ,ساتيكم,,,افتعل,فعل,1.0
,منها,حرف_جر,مِنْهَا,,,0.0
,None,اسم,بِخَبَرٍ,,,0.0
,او,حرف,أَوْ,,,0.0
آتِيكُمْ,اتيكم,,,فعيل,اسم,1.0
,None,اسم,بِشِهَابٍ,,,0.0
,None,اسم,قَبَسٍ,,,0.0
لَعَلَّكُمْ,لعلكم,,,فعل,فعل,1.0
تَصْطَلُونَ,تصطلون,,,فاعَل,فعل,1.0
,فلما,حرف,فَلَمَّا,,,0.0
جَاءَهَا,جاءها,,,فاعَل,فعل,1.0
نُودِيَ,نودي,,,نفعل,فعل,1.0
,ان,حرف,أَنْ,,,0.0
بُورِكَ,بورك,,,,,0.0
,,فعل,مَنْ,,,0.0
,في,حرف_جر,فِي,,,0.0
,النار,اسم,النَّارِ,,,0.0
,ومن,حرف_جر,وَمَنْ,,,0.0
,حولها,اسم,حَوْلَهَا,,,0.0
وَسُبْحَانَ,وسبحان,,,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
رَبِّ,رب,,,,,0.0
الْعَالَمِينَ,العالمين,اسم,الْعَالَمِينَ,أفعال,اسم,1.0
,يا,حرف,يَا,,,0.0
مُوسَىٰ,,اسم,موسي,مفعل,اسم,1.1
إِنَّهُ,انه,,,انفعل,فعل,1.0
أَنَا,,اسم,انا,تَفاعَل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
الْعَزِيزُ,,اسم,الْعَزِيزُ,افعلّ,فعل,0.6666666666666666
الْحَكِيمُ,,اسم,الْحَكِيمُ,,,0.0
وَأَلْقِ,والق,,,فعل,فعل,1.0
عَصَاكَ,عصاك,,,,,0.0
,فلما,حرف,فَلَمَّا,,,0.0
رَآهَا,راها,,,فعلان,اسم,1.0
تَهْتَزُّ,تهتز,,,تَفَعَّل,فعل,1.0
كَأَنَّهَا,كانها,,,,,0.0
,None,اسم,جَانٌّ,,,0.0
وَلَّىٰ,ولي,,,,,0.0
,None,اسم,مُدْبِرًا,,,0.0
,ولم,حرف,وَلَمْ,,,0.0
يُعَقِّبْ,يعقب,,,فعل,فعل,1.0
,يا,حرف,يَا,,,0.0
مُوسَىٰ,,اسم,موسي,مفعل,اسم,1.1
,لا,حرف,لَا,,,0.0
تَخَفْ,تخف,,,انفعل,فعل,1.0
إِنِّي,,اسم,اني,انفعل,فعل,1.0
,لا,حرف,لَا,,,0.0
يَخَافُ,يخاف,,,,,0.0
لَدَيَّ,,اسم,لدي,,,0.0
الْمُرْسَلُونَ,المرسلون,اسم,الْمُرْسَلُونَ,استفعل,فعل,0.6666666666666666
,الا,حرف,إِلَّا,,,0.0
,,فعل,مَنْ,,,0.0
,ظلم,فعل,,,,0.0
ثُمَّ,,اسم,ثم,,,0.0
بَدَّلَ,بدل,,,فعل,فعل,1.0
,None,اسم,حُسْنًا,,,0.0
بَعْدَ,بعد,,,فعل,فعل,1.0
,None,اسم,سُوءٍ,,,0.0
فَإِنِّي,فاني,,,فعل,فعل,1.0
,None,اسم,غَفُورٌ,,,0.0
,None,اسم,رَحِيمٌ,,,0.0
وَأَدْخِلْ,وادخل,,,تَفاعَل,فعل,1.0
يَدَكَ,يدك,,,يفعل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,جيبك,اسم,جَيْبِكَ,,,0.0
تَخْرُجْ,تخرج,,,تَفَعَّل,فعل,1.0
بَيْضَاءَ,بيضاء,,,فعلان,اسم,1.0
,,فعل,مِنْ,,,0.0
غَيْرِ,غير,,,,,0.0
,None,اسم,سُوءٍ,,,0.0
,في,حرف_جر,فِي,,,0.0
تِسْعِ,,اسم,تسع,فاعَل,فعل,1.0
,None,اسم,آيَاتٍ,,,0.0
إِلَىٰ,الي,,,,,0.0
فِرْعَوْنَ,,اسم,فرعون,فاعَل,فعل,1.0
وَقَوْمِهِ,وقومه,,,فعول,اسم,1.1
إِنَّهُمْ,انهم,,,انفعل,فعل,1.0
كَانُوا,كانوا,,,مفعول,اسم,1.1
,None,اسم,قَوْمًا,,,0.0
فَاسِقِينَ,فاسقين,,,فعل,فعل,1.0
,فلما,حرف,فَلَمَّا,,,0.0
جَاءَتْهُمْ,جاءتهم,,,فاعَل,فعل,1.0
آيَاتُنَا,اياتنا,,,مفاعل,اسم,1.0
,None,اسم,مُبْصِرَةً,,,0.0
قَالُوا,قالوا,,,فعل,فعل,1.0
هَٰذَا,,اسم,هذا,فعلان,اسم,1.0
,None,اسم,سِحْرٌ,,,0.0
,None,اسم,مُبِينٌ,,,0.0
وَجَحَدُوا,وجحدوا,,,,,0.0
,بها,حرف_جر,بِهَا,,,0.0
,واستيقنتها,اسم,وَاسْتَيْقَنَتْهَا,,,0.0
أَنْفُسُهُمْ,انفسهم,,,انفعل,فعل,1.0
,None,اسم,ظُلْمًا,,,0.0
,None,اسم,وَعُلُوًّا,,,0.0
فَانْظُرْ,فانظر,,,فعل,فعل,1.0
كَيْفَ,,اسم,كيف,انفعل,فعل,1.0
,كان,فعل,,,,0.0
عَاقِبَةُ,عاقبه,,,,,0.0
الْمُفْسِدِينَ,المفسدين,اسم,الْمُفْسِدِينَ,,,0.0
وَلَقَدْ,ولقد,,,,,0.0
آتَيْنَا,اتينا,,,فعيل,اسم,1.0
دَاوُودَ,داوود,,,مفعول,اسم,1.1
وَسُلَيْمَانَ,وسليمان,,,فعل,فعل,1.0
,None,اسم,عِلْمًا,,,0.0
وَقَالَا,وقالا,,,تَفَعَّل,فعل,1.0
الْحَمْدُ,الحمد,اسم,الْحَمْدُ,,,0.0
لِلَّهِ,,اسم,لله,,,0.0
الَّذِي,,اسم,الَّذِي,,,0.0
فَضَّلَنَا,فضلنا,,,فعل,فعل,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,None,اسم,كَثِيرٍ,,,0.0
,,فعل,مِنْ,,,0.0
عِبَادِهِ,عباده,,,,,0.0
الْمُؤْمِنِينَ,المومنين,اسم,الْمُؤْمِنِينَ,,,0.0
وَوَرِثَ,وورث,,,,,0.0
سُلَيْمَانُ,,اسم,سليمان,,,0.0
دَاوُودَ,داوود,,,مفعول,اسم,1.1
وَقَالَ,وقال,,,تَفَعَّل,فعل,1.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
النَّاسُ,الناس,اسم,النَّاسُ,,,0.0
عُلِّمْنَا,علمنا,,,,,0.0
مَنْطِقَ,منطق,,,مفعل,اسم,1.1
الطَّيْرِ,الطير,اسم,الطَّيْرِ,,,0.0
وَأُوتِينَا,واوتينا,,,فعول,اسم,1.1
,,فعل,مِنْ,,,0.0
كُلِّ,كل,,,,,0.0
,None,اسم,شَيْءٍ,,,0.0
,ان,حرف,إِنَّ,,,0.0
هَٰذَا,,اسم,هذا,فعلان,اسم,1.0
لَهُوَ,لهو,,,فعول,اسم,0.6
الْفَضْلُ,الفضل,اسم,الْفَضْلُ,انفعل,فعل,1.0
الْمُبِينُ,,اسم,الْمُبِينُ,,,0.0
وَحُشِرَ,وحشر,,,,,0.0
لِسُلَيْمَانَ,لسليمان,,,فعل,فعل,1.0
جُنُودُهُ,جنوده,,,فعول,اسم,1.1
مِنَ,,اسم,من,مفعل,اسم,1.1
الْجِنِّ,الجن,اسم,الْجِنِّ,,,0.0
وَالْإِنْسِ,والانس,,,فعل,فعل,1.0
وَالطَّيْرِ,والطير,,,فعل,فعل,1.0
,فهم,حرف,فَهُمْ,,,0.0
يُوزَعُونَ,يوزعون,,,تَفاعَل,فعل,1.0
,حتي,حرف_جر,حَتَّىٰ,,,0.0
,اذا,اسم,إِذَا,,,0.0
أَتَوْا,اتوا,,,فعول,اسم,1.1
,علي,حرف_جر,عَلَىٰ,,,0.0
,واد,اسم,وَادِ,,,0.0
النَّمْلِ,النمل,اسم,النَّمْلِ,افتعل,فعل,1.0
قَالَتْ,قالت,,,فعل,فعل,1.0
,None,اسم,نَمْلَةٌ,,,0.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
النَّمْلُ,النمل,اسم,النَّمْلُ,افتعل,فعل,1.0
ادْخُلُوا,ادخلوا,,,تَفَعَّل,فعل,1.0
مَسَاكِنَكُمْ,مساكنكم,,,مفعل,اسم,1.1
,لا,حرف,لَا,,,0.0
يَحْطِمَنَّكُمْ,يحطمنكم,,,يفعل,فعل,1.0
سُلَيْمَانُ,,اسم,سليمان,,,0.0
وَجُنُودُهُ,وجنوده,,,مفعول,اسم,1.1
,وهم,حرف,وَهُمْ,,,0.0
,لا,حرف,لَا,,,0.0
يَشْعُرُونَ,يشعرون,,,فاعَل,فعل,1.0
فَتَبَسَّمَ,فتبسم,,,فعل,فعل,1.0
,None,اسم,ضَاحِكًا,,,0.0
,,فعل,مِنْ,,,0.0
قَوْلِهَا,قولها,,,فعل,فعل,1.0
وَقَالَ,وقال,,,تَفَعَّل,فعل,1.0
رَبِّ,رب,,,,,0.0
أَوْزِعْنِي,اوزعني,,,تَفاعَل,فعل,1.0
,ان,حرف,أَنْ,,,0.0
أَشْكُرَ,اشكر,,,أفعال,اسم,1.0
نِعْمَتَكَ,نعمتك,,,فعل,فعل,1.0
الَّتِي,,اسم,الَّتِي,افتعل,فعل,0.6666666666666666
أَنْعَمْتَ,انعمت,,,فاعَل,فعل,1.0
,علي,حرف_جر,عَلَيَّ,,,0.0
,وعلي,اسم,وَعَلَىٰ,,,0.0
وَالِدَيَّ,والدي,,,فعل,فعل,1.0
,وان,حرف,وَأَنْ,,,0.0
أَعْمَلَ,اعمل,,,فعيل,اسم,1.0
,None,اسم,صَالِحًا,,,0.0
تَرْضَاهُ,ترضاه,,,تَفَعَّل,فعل,1.0
وَأَدْخِلْنِي,وادخلني,,,تَفاعَل,فعل,1.0
بِرَحْمَتِكَ,برحمتك,,,,,0.0
,في,حرف_جر,فِي,,,0.0
,عبادك,اسم,عِبَادِكَ,,,0.0
الصَّالِحِينَ,الصالحين,اسم,الصَّالِحِينَ,افتعل,فعل,1.0
وَتَفَقَّدَ,وتفقد,,,انفعل,فعل,1.0
الطَّيْرَ,الطير,اسم,الطَّيْرَ,,,0.0
فَقَالَ,فقال,,,فعيل,اسم,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
لِيَ,لي,,,,,0.0
